,법정동코드,법정동명,폐지여부,address1,address2,address3,address4,address5
0,1100000000,서울특별시,존재,서울특별시,,,,
1,1111000000,서울특별시 종로구,존재,서울특별시,종로구,,,
2,1111010100,서울특별시 종로구 청운동,존재,서울특별시,종로구,청운동,,
3,1111010200,서울특별시 종로구 신교동,존재,서울특별시,종로구,신교동,,
4,1111010300,서울특별시 종로구 궁정동,존재,서울특별시,종로구,궁정동,,
5,1111010400,서울특별시 종로구 효자동,존재,서울특별시,종로구,효자동,,
6,1111010500,서울특별시 종로구 창성동,존재,서울특별시,종로구,창성동,,
7,1111010600,서울특별시 종로구 통의동,존재,서울특별시,종로구,통의동,,
8,1111010700,서울특별시 종로구 적선동,존재,서울특별시,종로구,적선동,,
9,1111010800,서울특별시 종로구 통인동,존재,서울특별시,종로구,통인동,,
10,1111010900,서울특별시 종로구 누상동,존재,서울특별시,종로구,누상동,,
11,1111011000,서울특별시 종로구 누하동,존재,서울특별시,종로구,누하동,,
12,1111011100,서울특별시 종로구 옥인동,존재,서울특별시,종로구,옥인동,,
13,1111011200,서울특별시 종로구 체부동,존재,서울특별시,종로구,체부동,,
14,1111011300,서울특별시 종로구 필운동,존재,서울특별시,종로구,필운동,,
15,1111011400,서울특별시 종로구 내자동,존재,서울특별시,종로구,내자동,,
16,1111011500,서울특별시 종로구 사직동,존재,서울특별시,종로구,사직동,,
17,1111011600,서울특별시 종로구 도렴동,존재,서울특별시,종로구,도렴동,,
18,1111011700,서울특별시 종로구 당주동,존재,서울특별시,종로구,당주동,,
19,1111011800,서울특별시 종로구 내수동,존재,서울특별시,종로구,내수동,,
20,1111011900,서울특별시 종로구 세종로,존재,서울특별시,종로구,세종로,,
21,1111012000,서울특별시 종로구 신문로1가,존재,서울특별시,종로구,신문로1가,,
22,1111012100,서울특별시 종로구 신문로2가,존재,서울특별시,종로구,신문로2가,,
23,1111012200,서울특별시 종로구 청진동,존재,서울특별시,종로구,청진동,,
24,1111012300,서울특별시 종로구 서린동,존재,서울특별시,종로구,서린동,,
25,1111012400,서울특별시 종로구 수송동,존재,서울특별시,종로구,수송동,,
26,1111012500,서울특별시 종로구 중학동,존재,서울특별시,종로구,중학동,,
27,1111012600,서울특별시 종로구 종로1가,존재,서울특별시,종로구,종로1가,,
28,1111012700,서울특별시 종로구 공평동,존재,서울특별시,종로구,공평동,,
29,1111012800,서울특별시 종로구 관훈동,존재,서울특별시,종로구,관훈동,,
30,1111012900,서울특별시 종로구 견지동,존재,서울특별시,종로구,견지동,,
31,1111013000,서울특별시 종로구 와룡동,존재,서울특별시,종로구,와룡동,,
32,1111013100,서울특별시 종로구 권농동,존재,서울특별시,종로구,권농동,,
33,1111013200,서울특별시 종로구 운니동,존재,서울특별시,종로구,운니동,,
34,1111013300,서울특별시 종로구 익선동,존재,서울특별시,종로구,익선동,,
35,1111013400,서울특별시 종로구 경운동,존재,서울특별시,종로구,경운동,,
36,1111013500,서울특별시 종로구 관철동,존재,서울특별시,종로구,관철동,,
37,1111013600,서울특별시 종로구 인사동,존재,서울특별시,종로구,인사동,,
38,1111013700,서울특별시 종로구 낙원동,존재,서울특별시,종로구,낙원동,,
39,1111013800,서울특별시 종로구 종로2가,존재,서울특별시,종로구,종로2가,,
40,1111013900,서울특별시 종로구 팔판동,존재,서울특별시,종로구,팔판동,,
41,1111014000,서울특별시 종로구 삼청동,존재,서울특별시,종로구,삼청동,,
42,1111014100,서울특별시 종로구 안국동,존재,서울특별시,종로구,안국동,,
43,1111014200,서울특별시 종로구 소격동,존재,서울특별시,종로구,소격동,,
44,1111014300,서울특별시 종로구 화동,존재,서울특별시,종로구,화동,,
45,1111014400,서울특별시 종로구 사간동,존재,서울특별시,종로구,사간동,,
46,1111014500,서울특별시 종로구 송현동,존재,서울특별시,종로구,송현동,,
47,1111014600,서울특별시 종로구 가회동,존재,서울특별시,종로구,가회동,,
48,1111014700,서울특별시 종로구 재동,존재,서울특별시,종로구,재동,,
49,1111014800,서울특별시 종로구 계동,존재,서울특별시,종로구,계동,,
50,1111014900,서울특별시 종로구 원서동,존재,서울특별시,종로구,원서동,,
51,1111015000,서울특별시 종로구 훈정동,존재,서울특별시,종로구,훈정동,,
52,1111015100,서울특별시 종로구 묘동,존재,서울특별시,종로구,묘동,,
53,1111015200,서울특별시 종로구 봉익동,존재,서울특별시,종로구,봉익동,,
54,1111015300,서울특별시 종로구 돈의동,존재,서울특별시,종로구,돈의동,,
55,1111015400,서울특별시 종로구 장사동,존재,서울특별시,종로구,장사동,,
56,1111015500,서울특별시 종로구 관수동,존재,서울특별시,종로구,관수동,,
57,1111015600,서울특별시 종로구 종로3가,존재,서울특별시,종로구,종로3가,,
58,1111015700,서울특별시 종로구 인의동,존재,서울특별시,종로구,인의동,,
59,1111015800,서울특별시 종로구 예지동,존재,서울특별시,종로구,예지동,,
60,1111015900,서울특별시 종로구 원남동,존재,서울특별시,종로구,원남동,,
61,1111016000,서울특별시 종로구 연지동,존재,서울특별시,종로구,연지동,,
62,1111016100,서울특별시 종로구 종로4가,존재,서울특별시,종로구,종로4가,,
63,1111016200,서울특별시 종로구 효제동,존재,서울특별시,종로구,효제동,,
64,1111016300,서울특별시 종로구 종로5가,존재,서울특별시,종로구,종로5가,,
65,1111016400,서울특별시 종로구 종로6가,존재,서울특별시,종로구,종로6가,,
66,1111016500,서울특별시 종로구 이화동,존재,서울특별시,종로구,이화동,,
67,1111016600,서울특별시 종로구 연건동,존재,서울특별시,종로구,연건동,,
68,1111016700,서울특별시 종로구 충신동,존재,서울특별시,종로구,충신동,,
69,1111016800,서울특별시 종로구 동숭동,존재,서울특별시,종로구,동숭동,,
70,1111016900,서울특별시 종로구 혜화동,존재,서울특별시,종로구,혜화동,,
71,1111017000,서울특별시 종로구 명륜1가,존재,서울특별시,종로구,명륜1가,,
72,1111017100,서울특별시 종로구 명륜2가,존재,서울특별시,종로구,명륜2가,,
73,1111017200,서울특별시 종로구 명륜4가,존재,서울특별시,종로구,명륜4가,,
74,1111017300,서울특별시 종로구 명륜3가,존재,서울특별시,종로구,명륜3가,,
75,1111017400,서울특별시 종로구 창신동,존재,서울특별시,종로구,창신동,,
76,1111017500,서울특별시 종로구 숭인동,존재,서울특별시,종로구,숭인동,,
77,1111017600,서울특별시 종로구 교남동,존재,서울특별시,종로구,교남동,,
78,1111017700,서울특별시 종로구 평동,존재,서울특별시,종로구,평동,,
79,1111017800,서울특별시 종로구 송월동,존재,서울특별시,종로구,송월동,,
80,1111017900,서울특별시 종로구 홍파동,존재,서울특별시,종로구,홍파동,,
81,1111018000,서울특별시 종로구 교북동,존재,서울특별시,종로구,교북동,,
82,1111018100,서울특별시 종로구 행촌동,존재,서울특별시,종로구,행촌동,,
83,1111018200,서울특별시 종로구 구기동,존재,서울특별시,종로구,구기동,,
84,1111018300,서울특별시 종로구 평창동,존재,서울특별시,종로구,평창동,,
85,1111018400,서울특별시 종로구 부암동,존재,서울특별시,종로구,부암동,,
86,1111018500,서울특별시 종로구 홍지동,존재,서울특별시,종로구,홍지동,,
87,1111018600,서울특별시 종로구 신영동,존재,서울특별시,종로구,신영동,,
88,1111018700,서울특별시 종로구 무악동,존재,서울특별시,종로구,무악동,,
94,1114000000,서울특별시 중구,존재,서울특별시,중구,,,
99,1114010100,서울특별시 중구 무교동,존재,서울특별시,중구,무교동,,
100,1114010200,서울특별시 중구 다동,존재,서울특별시,중구,다동,,
101,1114010300,서울특별시 중구 태평로1가,존재,서울특별시,중구,태평로1가,,
102,1114010400,서울특별시 중구 을지로1가,존재,서울특별시,중구,을지로1가,,
103,1114010500,서울특별시 중구 을지로2가,존재,서울특별시,중구,을지로2가,,
104,1114010600,서울특별시 중구 남대문로1가,존재,서울특별시,중구,남대문로1가,,
105,1114010700,서울특별시 중구 삼각동,존재,서울특별시,중구,삼각동,,
106,1114010800,서울특별시 중구 수하동,존재,서울특별시,중구,수하동,,
107,1114010900,서울특별시 중구 장교동,존재,서울특별시,중구,장교동,,
108,1114011000,서울특별시 중구 수표동,존재,서울특별시,중구,수표동,,
109,1114011100,서울특별시 중구 소공동,존재,서울특별시,중구,소공동,,
110,1114011200,서울특별시 중구 남창동,존재,서울특별시,중구,남창동,,
111,1114011300,서울특별시 중구 북창동,존재,서울특별시,중구,북창동,,
112,1114011400,서울특별시 중구 태평로2가,존재,서울특별시,중구,태평로2가,,
113,1114011500,서울특별시 중구 남대문로2가,존재,서울특별시,중구,남대문로2가,,
114,1114011600,서울특별시 중구 남대문로3가,존재,서울특별시,중구,남대문로3가,,
115,1114011700,서울특별시 중구 남대문로4가,존재,서울특별시,중구,남대문로4가,,
116,1114011800,서울특별시 중구 남대문로5가,존재,서울특별시,중구,남대문로5가,,
117,1114011900,서울특별시 중구 봉래동1가,존재,서울특별시,중구,봉래동1가,,
118,1114012000,서울특별시 중구 봉래동2가,존재,서울특별시,중구,봉래동2가,,
119,1114012100,서울특별시 중구 회현동1가,존재,서울특별시,중구,회현동1가,,
120,1114012200,서울특별시 중구 회현동2가,존재,서울특별시,중구,회현동2가,,
121,1114012300,서울특별시 중구 회현동3가,존재,서울특별시,중구,회현동3가,,
122,1114012400,서울특별시 중구 충무로1가,존재,서울특별시,중구,충무로1가,,
123,1114012500,서울특별시 중구 충무로2가,존재,서울특별시,중구,충무로2가,,
124,1114012600,서울특별시 중구 명동1가,존재,서울특별시,중구,명동1가,,
125,1114012700,서울특별시 중구 명동2가,존재,서울특별시,중구,명동2가,,
126,1114012800,서울특별시 중구 남산동1가,존재,서울특별시,중구,남산동1가,,
127,1114012900,서울특별시 중구 남산동2가,존재,서울특별시,중구,남산동2가,,
128,1114013000,서울특별시 중구 남산동3가,존재,서울특별시,중구,남산동3가,,
129,1114013100,서울특별시 중구 저동1가,존재,서울특별시,중구,저동1가,,
130,1114013200,서울특별시 중구 충무로4가,존재,서울특별시,중구,충무로4가,,
131,1114013300,서울특별시 중구 충무로5가,존재,서울특별시,중구,충무로5가,,
132,1114013400,서울특별시 중구 인현동2가,존재,서울특별시,중구,인현동2가,,
133,1114013500,서울특별시 중구 예관동,존재,서울특별시,중구,예관동,,
134,1114013600,서울특별시 중구 묵정동,존재,서울특별시,중구,묵정동,,
135,1114013700,서울특별시 중구 필동1가,존재,서울특별시,중구,필동1가,,
136,1114013800,서울특별시 중구 필동2가,존재,서울특별시,중구,필동2가,,
137,1114013900,서울특별시 중구 필동3가,존재,서울특별시,중구,필동3가,,
138,1114014000,서울특별시 중구 남학동,존재,서울특별시,중구,남학동,,
139,1114014100,서울특별시 중구 주자동,존재,서울특별시,중구,주자동,,
140,1114014200,서울특별시 중구 예장동,존재,서울특별시,중구,예장동,,
141,1114014300,서울특별시 중구 장충동1가,존재,서울특별시,중구,장충동1가,,
142,1114014400,서울특별시 중구 장충동2가,존재,서울특별시,중구,장충동2가,,
143,1114014500,서울특별시 중구 광희동1가,존재,서울특별시,중구,광희동1가,,
144,1114014600,서울특별시 중구 광희동2가,존재,서울특별시,중구,광희동2가,,
145,1114014700,서울특별시 중구 쌍림동,존재,서울특별시,중구,쌍림동,,
146,1114014800,서울특별시 중구 을지로6가,존재,서울특별시,중구,을지로6가,,
147,1114014900,서울특별시 중구 을지로7가,존재,서울특별시,중구,을지로7가,,
148,1114015000,서울특별시 중구 을지로4가,존재,서울특별시,중구,을지로4가,,
149,1114015100,서울특별시 중구 을지로5가,존재,서울특별시,중구,을지로5가,,
150,1114015200,서울특별시 중구 주교동,존재,서울특별시,중구,주교동,,
151,1114015300,서울특별시 중구 방산동,존재,서울특별시,중구,방산동,,
152,1114015400,서울특별시 중구 오장동,존재,서울특별시,중구,오장동,,
153,1114015500,서울특별시 중구 을지로3가,존재,서울특별시,중구,을지로3가,,
154,1114015600,서울특별시 중구 입정동,존재,서울특별시,중구,입정동,,
155,1114015700,서울특별시 중구 산림동,존재,서울특별시,중구,산림동,,
156,1114015800,서울특별시 중구 충무로3가,존재,서울특별시,중구,충무로3가,,
157,1114015900,서울특별시 중구 초동,존재,서울특별시,중구,초동,,
158,1114016000,서울특별시 중구 인현동1가,존재,서울특별시,중구,인현동1가,,
159,1114016100,서울특별시 중구 저동2가,존재,서울특별시,중구,저동2가,,
160,1114016200,서울특별시 중구 신당동,존재,서울특별시,중구,신당동,,
161,1114016300,서울특별시 중구 흥인동,존재,서울특별시,중구,흥인동,,
162,1114016400,서울특별시 중구 무학동,존재,서울특별시,중구,무학동,,
163,1114016500,서울특별시 중구 황학동,존재,서울특별시,중구,황학동,,
164,1114016600,서울특별시 중구 서소문동,존재,서울특별시,중구,서소문동,,
165,1114016700,서울특별시 중구 정동,존재,서울특별시,중구,정동,,
166,1114016800,서울특별시 중구 순화동,존재,서울특별시,중구,순화동,,
167,1114016900,서울특별시 중구 의주로1가,존재,서울특별시,중구,의주로1가,,
168,1114017000,서울특별시 중구 충정로1가,존재,서울특별시,중구,충정로1가,,
169,1114017100,서울특별시 중구 중림동,존재,서울특별시,중구,중림동,,
170,1114017200,서울특별시 중구 의주로2가,존재,서울특별시,중구,의주로2가,,
171,1114017300,서울특별시 중구 만리동1가,존재,서울특별시,중구,만리동1가,,
172,1114017400,서울특별시 중구 만리동2가,존재,서울특별시,중구,만리동2가,,
179,1117000000,서울특별시 용산구,존재,서울특별시,용산구,,,
185,1117010100,서울특별시 용산구 후암동,존재,서울특별시,용산구,후암동,,
186,1117010200,서울특별시 용산구 용산동2가,존재,서울특별시,용산구,용산동2가,,
187,1117010300,서울특별시 용산구 용산동4가,존재,서울특별시,용산구,용산동4가,,
188,1117010400,서울특별시 용산구 갈월동,존재,서울특별시,용산구,갈월동,,
189,1117010500,서울특별시 용산구 남영동,존재,서울특별시,용산구,남영동,,
190,1117010600,서울특별시 용산구 용산동1가,존재,서울특별시,용산구,용산동1가,,
191,1117010700,서울특별시 용산구 동자동,존재,서울특별시,용산구,동자동,,
192,1117010800,서울특별시 용산구 서계동,존재,서울특별시,용산구,서계동,,
193,1117010900,서울특별시 용산구 청파동1가,존재,서울특별시,용산구,청파동1가,,
194,1117011000,서울특별시 용산구 청파동2가,존재,서울특별시,용산구,청파동2가,,
195,1117011100,서울특별시 용산구 청파동3가,존재,서울특별시,용산구,청파동3가,,
196,1117011200,서울특별시 용산구 원효로1가,존재,서울특별시,용산구,원효로1가,,
197,1117011300,서울특별시 용산구 원효로2가,존재,서울특별시,용산구,원효로2가,,
198,1117011400,서울특별시 용산구 신창동,존재,서울특별시,용산구,신창동,,
199,1117011500,서울특별시 용산구 산천동,존재,서울특별시,용산구,산천동,,
200,1117011600,서울특별시 용산구 청암동,존재,서울특별시,용산구,청암동,,
201,1117011700,서울특별시 용산구 원효로3가,존재,서울특별시,용산구,원효로3가,,
202,1117011800,서울특별시 용산구 원효로4가,존재,서울특별시,용산구,원효로4가,,
203,1117011900,서울특별시 용산구 효창동,존재,서울특별시,용산구,효창동,,
204,1117012000,서울특별시 용산구 도원동,존재,서울특별시,용산구,도원동,,
205,1117012100,서울특별시 용산구 용문동,존재,서울특별시,용산구,용문동,,
206,1117012200,서울특별시 용산구 문배동,존재,서울특별시,용산구,문배동,,
207,1117012300,서울특별시 용산구 신계동,존재,서울특별시,용산구,신계동,,
208,1117012400,서울특별시 용산구 한강로1가,존재,서울특별시,용산구,한강로1가,,
209,1117012500,서울특별시 용산구 한강로2가,존재,서울특별시,용산구,한강로2가,,
210,1117012600,서울특별시 용산구 용산동3가,존재,서울특별시,용산구,용산동3가,,
211,1117012700,서울특별시 용산구 용산동5가,존재,서울특별시,용산구,용산동5가,,
212,1117012800,서울특별시 용산구 한강로3가,존재,서울특별시,용산구,한강로3가,,
213,1117012900,서울특별시 용산구 이촌동,존재,서울특별시,용산구,이촌동,,
214,1117013000,서울특별시 용산구 이태원동,존재,서울특별시,용산구,이태원동,,
215,1117013100,서울특별시 용산구 한남동,존재,서울특별시,용산구,한남동,,
216,1117013200,서울특별시 용산구 동빙고동,존재,서울특별시,용산구,동빙고동,,
217,1117013300,서울특별시 용산구 서빙고동,존재,서울특별시,용산구,서빙고동,,
218,1117013400,서울특별시 용산구 주성동,존재,서울특별시,용산구,주성동,,
219,1117013500,서울특별시 용산구 용산동6가,존재,서울특별시,용산구,용산동6가,,
220,1117013600,서울특별시 용산구 보광동,존재,서울특별시,용산구,보광동,,
229,1120000000,서울특별시 성동구,존재,서울특별시,성동구,,,
286,1120010100,서울특별시 성동구 상왕십리동,존재,서울특별시,성동구,상왕십리동,,
287,1120010200,서울특별시 성동구 하왕십리동,존재,서울특별시,성동구,하왕십리동,,
288,1120010300,서울특별시 성동구 홍익동,존재,서울특별시,성동구,홍익동,,
289,1120010400,서울특별시 성동구 도선동,존재,서울특별시,성동구,도선동,,
290,1120010500,서울특별시 성동구 마장동,존재,서울특별시,성동구,마장동,,
291,1120010600,서울특별시 성동구 사근동,존재,서울특별시,성동구,사근동,,
292,1120010700,서울특별시 성동구 행당동,존재,서울특별시,성동구,행당동,,
293,1120010800,서울특별시 성동구 응봉동,존재,서울특별시,성동구,응봉동,,
294,1120010900,서울특별시 성동구 금호동1가,존재,서울특별시,성동구,금호동1가,,
295,1120011000,서울특별시 성동구 금호동2가,존재,서울특별시,성동구,금호동2가,,
296,1120011100,서울특별시 성동구 금호동3가,존재,서울특별시,성동구,금호동3가,,
297,1120011200,서울특별시 성동구 금호동4가,존재,서울특별시,성동구,금호동4가,,
298,1120011300,서울특별시 성동구 옥수동,존재,서울특별시,성동구,옥수동,,
299,1120011400,서울특별시 성동구 성수동1가,존재,서울특별시,성동구,성수동1가,,
300,1120011500,서울특별시 성동구 성수동2가,존재,서울특별시,성동구,성수동2가,,
303,1120011800,서울특별시 성동구 송정동,존재,서울특별시,성동구,송정동,,
307,1120012200,서울특별시 성동구 용답동,존재,서울특별시,성동구,용답동,,
332,1121500000,서울특별시 광진구,존재,서울특별시,광진구,,,
333,1121510100,서울특별시 광진구 중곡동,존재,서울특별시,광진구,중곡동,,
334,1121510200,서울특별시 광진구 능동,존재,서울특별시,광진구,능동,,
335,1121510300,서울특별시 광진구 구의동,존재,서울특별시,광진구,구의동,,
336,1121510400,서울특별시 광진구 광장동,존재,서울특별시,광진구,광장동,,
337,1121510500,서울특별시 광진구 자양동,존재,서울특별시,광진구,자양동,,
339,1121510700,서울특별시 광진구 화양동,존재,서울특별시,광진구,화양동,,
341,1121510900,서울특별시 광진구 군자동,존재,서울특별시,광진구,군자동,,
342,1123000000,서울특별시 동대문구,존재,서울특별시,동대문구,,,
365,1123010100,서울특별시 동대문구 신설동,존재,서울특별시,동대문구,신설동,,
366,1123010200,서울특별시 동대문구 용두동,존재,서울특별시,동대문구,용두동,,
367,1123010300,서울특별시 동대문구 제기동,존재,서울특별시,동대문구,제기동,,
368,1123010400,서울특별시 동대문구 전농동,존재,서울특별시,동대문구,전농동,,
369,1123010500,서울특별시 동대문구 답십리동,존재,서울특별시,동대문구,답십리동,,
370,1123010600,서울특별시 동대문구 장안동,존재,서울특별시,동대문구,장안동,,
371,1123010700,서울특별시 동대문구 청량리동,존재,서울특별시,동대문구,청량리동,,
372,1123010800,서울특별시 동대문구 회기동,존재,서울특별시,동대문구,회기동,,
373,1123010900,서울특별시 동대문구 휘경동,존재,서울특별시,동대문구,휘경동,,
374,1123011000,서울특별시 동대문구 이문동,존재,서울특별시,동대문구,이문동,,
399,1126000000,서울특별시 중랑구,존재,서울특별시,중랑구,,,
400,1126010100,서울특별시 중랑구 면목동,존재,서울특별시,중랑구,면목동,,
401,1126010200,서울특별시 중랑구 상봉동,존재,서울특별시,중랑구,상봉동,,
402,1126010300,서울특별시 중랑구 중화동,존재,서울특별시,중랑구,중화동,,
403,1126010400,서울특별시 중랑구 묵동,존재,서울특별시,중랑구,묵동,,
404,1126010500,서울특별시 중랑구 망우동,존재,서울특별시,중랑구,망우동,,
405,1126010600,서울특별시 중랑구 신내동,존재,서울특별시,중랑구,신내동,,
422,1129000000,서울특별시 성북구,존재,서울특별시,성북구,,,
438,1129010100,서울특별시 성북구 성북동,존재,서울특별시,성북구,성북동,,
439,1129010200,서울특별시 성북구 성북동1가,존재,서울특별시,성북구,성북동1가,,
440,1129010300,서울특별시 성북구 돈암동,존재,서울특별시,성북구,돈암동,,
441,1129010400,서울특별시 성북구 동소문동1가,존재,서울특별시,성북구,동소문동1가,,
442,1129010500,서울특별시 성북구 동소문동2가,존재,서울특별시,성북구,동소문동2가,,
443,1129010600,서울특별시 성북구 동소문동3가,존재,서울특별시,성북구,동소문동3가,,
444,1129010700,서울특별시 성북구 동소문동4가,존재,서울특별시,성북구,동소문동4가,,
445,1129010800,서울특별시 성북구 동소문동5가,존재,서울특별시,성북구,동소문동5가,,
446,1129010900,서울특별시 성북구 동소문동6가,존재,서울특별시,성북구,동소문동6가,,
447,1129011000,서울특별시 성북구 동소문동7가,존재,서울특별시,성북구,동소문동7가,,
448,1129011100,서울특별시 성북구 삼선동1가,존재,서울특별시,성북구,삼선동1가,,
449,1129011200,서울특별시 성북구 삼선동2가,존재,서울특별시,성북구,삼선동2가,,
450,1129011300,서울특별시 성북구 삼선동3가,존재,서울특별시,성북구,삼선동3가,,
451,1129011400,서울특별시 성북구 삼선동4가,존재,서울특별시,성북구,삼선동4가,,
452,1129011500,서울특별시 성북구 삼선동5가,존재,서울특별시,성북구,삼선동5가,,
453,1129011600,서울특별시 성북구 동선동1가,존재,서울특별시,성북구,동선동1가,,
454,1129011700,서울특별시 성북구 동선동2가,존재,서울특별시,성북구,동선동2가,,
455,1129011800,서울특별시 성북구 동선동3가,존재,서울특별시,성북구,동선동3가,,
456,1129011900,서울특별시 성북구 동선동4가,존재,서울특별시,성북구,동선동4가,,
457,1129012000,서울특별시 성북구 동선동5가,존재,서울특별시,성북구,동선동5가,,
458,1129012100,서울특별시 성북구 안암동1가,존재,서울특별시,성북구,안암동1가,,
459,1129012200,서울특별시 성북구 안암동2가,존재,서울특별시,성북구,안암동2가,,
460,1129012300,서울특별시 성북구 안암동3가,존재,서울특별시,성북구,안암동3가,,
461,1129012400,서울특별시 성북구 안암동4가,존재,서울특별시,성북구,안암동4가,,
462,1129012500,서울특별시 성북구 안암동5가,존재,서울특별시,성북구,안암동5가,,
463,1129012600,서울특별시 성북구 보문동4가,존재,서울특별시,성북구,보문동4가,,
464,1129012700,서울특별시 성북구 보문동5가,존재,서울특별시,성북구,보문동5가,,
465,1129012800,서울특별시 성북구 보문동6가,존재,서울특별시,성북구,보문동6가,,
466,1129012900,서울특별시 성북구 보문동7가,존재,서울특별시,성북구,보문동7가,,
467,1129013000,서울특별시 성북구 보문동1가,존재,서울특별시,성북구,보문동1가,,
468,1129013100,서울특별시 성북구 보문동2가,존재,서울특별시,성북구,보문동2가,,
469,1129013200,서울특별시 성북구 보문동3가,존재,서울특별시,성북구,보문동3가,,
470,1129013300,서울특별시 성북구 정릉동,존재,서울특별시,성북구,정릉동,,
471,1129013400,서울특별시 성북구 길음동,존재,서울특별시,성북구,길음동,,
472,1129013500,서울특별시 성북구 종암동,존재,서울특별시,성북구,종암동,,
473,1129013600,서울특별시 성북구 하월곡동,존재,서울특별시,성북구,하월곡동,,
474,1129013700,서울특별시 성북구 상월곡동,존재,서울특별시,성북구,상월곡동,,
475,1129013800,서울특별시 성북구 장위동,존재,서울특별시,성북구,장위동,,
476,1129013900,서울특별시 성북구 석관동,존재,서울특별시,성북구,석관동,,
503,1130500000,서울특별시 강북구,존재,서울특별시,강북구,,,
504,1130510100,서울특별시 강북구 미아동,존재,서울특별시,강북구,미아동,,
505,1130510200,서울특별시 강북구 번동,존재,서울특별시,강북구,번동,,
506,1130510300,서울특별시 강북구 수유동,존재,서울특별시,강북구,수유동,,
507,1130510400,서울특별시 강북구 우이동,존재,서울특별시,강북구,우이동,,
508,1132000000,서울특별시 도봉구,존재,서울특별시,도봉구,,,
518,1132010500,서울특별시 도봉구 쌍문동,존재,서울특별시,도봉구,쌍문동,,
519,1132010600,서울특별시 도봉구 방학동,존재,서울특별시,도봉구,방학동,,
520,1132010700,서울특별시 도봉구 창동,존재,서울특별시,도봉구,창동,,
521,1132010800,서울특별시 도봉구 도봉동,존재,서울특별시,도봉구,도봉동,,
548,1135000000,서울특별시 노원구,존재,서울특별시,노원구,,,
550,1135010200,서울특별시 노원구 월계동,존재,서울특별시,노원구,월계동,,
551,1135010300,서울특별시 노원구 공릉동,존재,서울특별시,노원구,공릉동,,
552,1135010400,서울특별시 노원구 하계동,존재,서울특별시,노원구,하계동,,
553,1135010500,서울특별시 노원구 상계동,존재,서울특별시,노원구,상계동,,
554,1135010600,서울특별시 노원구 중계동,존재,서울특별시,노원구,중계동,,
573,1138000000,서울특별시 은평구,존재,서울특별시,은평구,,,
574,1138010100,서울특별시 은평구 수색동,존재,서울특별시,은평구,수색동,,
575,1138010200,서울특별시 은평구 녹번동,존재,서울특별시,은평구,녹번동,,
576,1138010300,서울특별시 은평구 불광동,존재,서울특별시,은평구,불광동,,
577,1138010400,서울특별시 은평구 갈현동,존재,서울특별시,은평구,갈현동,,
578,1138010500,서울특별시 은평구 구산동,존재,서울특별시,은평구,구산동,,
579,1138010600,서울특별시 은평구 대조동,존재,서울특별시,은평구,대조동,,
580,1138010700,서울특별시 은평구 응암동,존재,서울특별시,은평구,응암동,,
581,1138010800,서울특별시 은평구 역촌동,존재,서울특별시,은평구,역촌동,,
582,1138010900,서울특별시 은평구 신사동,존재,서울특별시,은평구,신사동,,
583,1138011000,서울특별시 은평구 증산동,존재,서울특별시,은평구,증산동,,
587,1138011400,서울특별시 은평구 진관동,존재,서울특별시,은평구,진관동,,
597,1141000000,서울특별시 서대문구,존재,서울특별시,서대문구,,,
635,1141010100,서울특별시 서대문구 충정로2가,존재,서울특별시,서대문구,충정로2가,,
636,1141010200,서울특별시 서대문구 충정로3가,존재,서울특별시,서대문구,충정로3가,,
637,1141010300,서울특별시 서대문구 합동,존재,서울특별시,서대문구,합동,,
638,1141010400,서울특별시 서대문구 미근동,존재,서울특별시,서대문구,미근동,,
639,1141010500,서울특별시 서대문구 냉천동,존재,서울특별시,서대문구,냉천동,,
640,1141010600,서울특별시 서대문구 천연동,존재,서울특별시,서대문구,천연동,,
641,1141010700,서울특별시 서대문구 옥천동,존재,서울특별시,서대문구,옥천동,,
642,1141010800,서울특별시 서대문구 영천동,존재,서울특별시,서대문구,영천동,,
643,1141010900,서울특별시 서대문구 현저동,존재,서울특별시,서대문구,현저동,,
644,1141011000,서울특별시 서대문구 북아현동,존재,서울특별시,서대문구,북아현동,,
645,1141011100,서울특별시 서대문구 홍제동,존재,서울특별시,서대문구,홍제동,,
646,1141011200,서울특별시 서대문구 대현동,존재,서울특별시,서대문구,대현동,,
647,1141011300,서울특별시 서대문구 대신동,존재,서울특별시,서대문구,대신동,,
648,1141011400,서울특별시 서대문구 신촌동,존재,서울특별시,서대문구,신촌동,,
649,1141011500,서울특별시 서대문구 봉원동,존재,서울특별시,서대문구,봉원동,,
650,1141011600,서울특별시 서대문구 창천동,존재,서울특별시,서대문구,창천동,,
651,1141011700,서울특별시 서대문구 연희동,존재,서울특별시,서대문구,연희동,,
652,1141011800,서울특별시 서대문구 홍은동,존재,서울특별시,서대문구,홍은동,,
653,1141011900,서울특별시 서대문구 북가좌동,존재,서울특별시,서대문구,북가좌동,,
654,1141012000,서울특별시 서대문구 남가좌동,존재,서울특별시,서대문구,남가좌동,,
673,1144000000,서울특별시 마포구,존재,서울특별시,마포구,,,
678,1144010100,서울특별시 마포구 아현동,존재,서울특별시,마포구,아현동,,
679,1144010200,서울특별시 마포구 공덕동,존재,서울특별시,마포구,공덕동,,
680,1144010300,서울특별시 마포구 신공덕동,존재,서울특별시,마포구,신공덕동,,
681,1144010400,서울특별시 마포구 도화동,존재,서울특별시,마포구,도화동,,
